0.396372611543	00000400	 % Mark Time	
0.740433017973	00000200	 % Lever Press	
2.35612154683	00000200	 % Lever Press	
3.27644706097	00000400	 % Mark Time	
4.57226354737	00000400	 % Mark Time	
5.32422839882	00000400	 % Mark Time	
6.14019062748	00000400	 % Mark Time	
7.28422819352	00000400	 % Mark Time	
8.14823096003	00000400	 % Mark Time	
8.76410362354	00000400	 % Mark Time	
9.00511470883	00000100	 % Tone Delivery	8000 Hz
9.50014435643	00000200	 % Lever Press	
9.50515127913	00000002	 % Taste Delivery	Valve 2
9.51117062161	00000800	 % New Trial	
11.4361995891	00000400	 % Mark Time	
12.3079815634	00000200	 % Lever Press	
14.0440075399	00000400	 % Mark Time	
14.9081129599	00000400	 % Mark Time	
15.4918794694	00000400	 % Mark Time	
16.0758763077	00000400	 % Mark Time	
16.1201539545	00000100	 % Tone Delivery	8000 Hz
16.4838628755	00000400	 % Mark Time	
