0.956914416524	00000400	 % Mark Time	
1.79698994381	00000400	 % Mark Time	
2.62096170897	00000400	 % Mark Time	
3.8048788625	00000400	 % Mark Time	
4.81277740495	00000400	 % Mark Time	
5.00501847121	00000100	 % Tone Delivery	8000 Hz
5.70077862652	00000400	 % Mark Time	
6.62886730885	00000400	 % Mark Time	
7.4448218385	00000400	 % Mark Time	
8.1806316011	00000400	 % Mark Time	
8.89278166506	00000400	 % Mark Time	
9.62853304351	00000400	 % Mark Time	
10.4449238504	00000400	 % Mark Time	
11.3806294197	00000400	 % Mark Time	
12.0064338058	00000800	 % New Trial	
12.3246839236	00000400	 % Mark Time	
13.316402997	00000400	 % Mark Time	
14.4045232966	00000400	 % Mark Time	
15.2286522498	00000400	 % Mark Time	
16.2524428316	00000400	 % Mark Time	
16.8178151237	00000100	 % Tone Delivery	8000 Hz
17.2851386014	00000400	 % Mark Time	
18.4763954776	00000400	 % Mark Time	
20.0442000151	00000400	 % Mark Time	
21.0521646408	00000400	 % Mark Time	
22.0601998406	00000400	 % Mark Time	
23.2920612944	00000400	 % Mark Time	
24.0132981146	00000800	 % New Trial	
24.1881856129	00000400	 % Mark Time	
