0.445875961253	00000400	 % Mark Time	
1.84587159848	00000200	 % Lever Press	
4.02175996797	00000400	 % Mark Time	
6.08568484617	00000400	 % Mark Time	
7.00269721976	00000100	 % Tone Delivery	8000 Hz
7.28567560736	00000400	 % Mark Time	
8.53362478363	00000400	 % Mark Time	
9.46958506187	00000400	 % Mark Time	
10.7255578895	00000400	 % Mark Time	
12.0041946772	00000800	 % New Trial	
13.4774778301	00000200	 % Lever Press	
14.8694273605	00000200	 % Lever Press	
15.9893991051	00000400	 % Mark Time	
17.0613777891	00000400	 % Mark Time	
18.2062885512	00000400	 % Mark Time	
19.5493974883	00000400	 % Mark Time	
20.5332340589	00000400	 % Mark Time	
21.266943275	00000100	 % Tone Delivery	8000 Hz
21.3652256259	00000400	 % Mark Time	
22.4771897588	00000400	 % Mark Time	
23.1091783745	00000200	 % Lever Press	
23.1129457566	00000002	 % Taste Delivery	Valve 2
23.1174817566	00000800	 % New Trial	
24.6371251384	00000400	 % Mark Time	
26.2050547849	00000400	 % Mark Time	
27.0610518644	00000400	 % Mark Time	
27.7098538343	00000100	 % Tone Delivery	8000 Hz
27.8610925408	00000400	 % Mark Time	
28.7250542459	00000400	 % Mark Time	
29.5809685611	00000400	 % Mark Time	
30.4129992647	00000400	 % Mark Time	
31.5009007841	00000400	 % Mark Time	
32.4448936959	00000400	 % Mark Time	
32.7135698897	00000800	 % New Trial	
34.0208335205	00000400	 % Mark Time	
34.8288022522	00000400	 % Mark Time	
35.6527656768	00000400	 % Mark Time	
37.0047804435	00000400	 % Mark Time	
37.8927534354	00000400	 % Mark Time	
38.4208997319	00000100	 % Tone Delivery	8000 Hz
38.6606982232	00000400	 % Mark Time	
39.4366884763	00000200	 % Lever Press	
39.4398777911	00000002	 % Taste Delivery	Valve 2
39.4439351692	00000800	 % New Trial	
40.6286177326	00000400	 % Mark Time	
41.8846386791	00000400	 % Mark Time	
42.7165628797	00000400	 % Mark Time	
43.4925300358	00000400	 % Mark Time	
44.3164966683	00000400	 % Mark Time	
44.4220558666	00000100	 % Tone Delivery	8000 Hz
45.0845075393	00000400	 % Mark Time	
45.9564614581	00000400	 % Mark Time	
46.5964769331	00000200	 % Lever Press	
46.6038570756	00000002	 % Taste Delivery	Valve 2
46.6080325052	00000800	 % New Trial	
