0.732930974528	00000400	 % Mark Time	
1.55712280306	00000200	 % Lever Press	
2.46101991349	00000200	 % Lever Press	
3.18886697523	00000200	 % Lever Press	
3.98092185377	00000200	 % Lever Press	
4.54884380121	00000400	 % Mark Time	
5.33297639869	00000200	 % Lever Press	
6.69274021873	00000400	 % Mark Time	
7.44466144246	00000200	 % Lever Press	
8.44481478107	00000400	 % Mark Time	
8.85290271916	00000200	 % Lever Press	
9.44452670979	00000400	 % Mark Time	
9.78857428454	00000400	 % Mark Time	
10.3246723751	00000400	 % Mark Time	
10.9646557709	00000400	 % Mark Time	
11.8211513612	00000100	 % Tone Delivery	8000 Hz
11.860293127	00000400	 % Mark Time	
12.8203673454	00000200	 % Lever Press	
12.8247467988	00000002	 % Taste Delivery	Valve 2
12.8307289294	00000800	 % New Trial	
14.0122311602	00000400	 % Mark Time	
15.1243537644	00000200	 % Lever Press	
17.1561917361	00000400	 % Mark Time	
17.6362378275	00000200	 % Lever Press	
18.5002380277	00000200	 % Lever Press	
