0.755726459315	00000400	 % Mark Time	
0.923871549721	00000400	 % Mark Time	
1.60373132509	00000200	 % Lever Press	
1.95571465417	00000200	 % Lever Press	
2.13979156214	00000200	 % Lever Press	
2.32384601467	00000200	 % Lever Press	
2.87569692078	00000400	 % Mark Time	
3.0596544941	00000400	 % Mark Time	
3.22781241619	00000400	 % Mark Time	
3.6358227226	00000400	 % Mark Time	
3.81974565038	00000400	 % Mark Time	
4.15576059159	00000400	 % Mark Time	
5.34764429548	00000400	 % Mark Time	
8.66749452408	00000400	 % Mark Time	
9.55544762684	00000400	 % Mark Time	
10.587433163	00000400	 % Mark Time	
11.0026369108	00000100	 % Tone Delivery	8000 Hz
11.611408521	00000400	 % Mark Time	
12.4994835248	00000400	 % Mark Time	
13.323387282	00000200	 % Lever Press	
13.3276807631	00000002	 % Taste Delivery	Valve 2
13.3320993532	00000800	 % New Trial	
